,Word,Qtd_total,Qtd_interdocumental,stopword
5305,criminalidade,19,9,0
5306,dentista,19,15,0
5307,interpessoal,19,17,0
5308,agrotóxico,19,3,0
5309,vário,19,15,0
5310,gmc,19,7,0
5311,croácio,19,7,0
5312,10188,19,9,0
5313,11530,19,4,0
5314,interamericano,19,9,0
5315,etanol,19,9,0
5316,4591,19,8,0
5317,remetente,19,9,0
5318,psicotrópico,19,8,0
5319,cortesia,19,3,0
5320,tipificar,19,10,0
5321,agravar,19,9,0
5322,mosaico,19,4,0
5323,9984,19,8,0
5324,ê,19,4,0
5325,correlacionar,19,4,0
5326,9474,19,3,0
5327,déficit,19,11,0
5328,fbmc,19,1,0
5329,alar,19,1,0
5330,pa,19,9,0
5331,cofa,19,2,0
5332,ac,19,7,0
5333,revelir,19,14,0
5334,pbm,19,1,0
5335,profrota,19,2,0
5336,pse,19,1,0
5337,ifet,19,1,0
5338,embrião,19,4,0
5339,sg,19,2,0
5340,ajuizar,19,7,0
5341,13576,19,4,0
5342,descontratação,19,2,0
5343,7009,19,2,0
5344,cnpda,19,1,0
5345,bivalve,19,4,0
5346,7987,19,1,0
5347,fns,19,1,0
5348,paradesportivos,18,6,0
5349,bimestralmente,18,16,0
5350,transtornar,18,4,0
5351,9662,18,9,0
5352,9779,18,9,0
5353,subcomitê,18,4,0
5354,subtenente,18,14,0
5355,intolerância,18,8,0
5356,chanceler,18,5,0
5357,lícito,18,17,0
5358,tácito,18,16,0
5359,xxxviii,18,14,0
5360,rever,18,17,0
5361,aptar,18,15,0
5362,socorrer,18,11,0
5363,cachaça,18,3,0
5364,afetada,18,12,0
5365,criptográfico,18,3,0
5366,satisfatório,18,6,0
5367,diante,18,17,0
5368,3520,18,7,0
5369,voluntariamente,18,16,0
5370,infringir,18,15,0
5371,coletivas,18,18,0
5372,134,18,15,0
5373,contrariar,18,14,0
5374,13473,18,8,0
5375,recrutamento,18,14,0
5376,pavimentar,18,5,0
5377,2848,18,14,0
5378,microempreendedor,18,9,0
5379,cartográfico,18,16,0
5380,5906,18,10,0
5381,146,18,14,0
5382,177,18,12,0
5383,206,18,16,0
5384,257,18,13,0
5385,258,18,11,0
5386,525,18,6,0
5387,queimar,18,14,0
5388,acessão,18,7,0
5389,inter,18,11,0
5390,invalidez,18,15,0
5391,afixar,18,14,0
5392,8032,18,15,0
5393,admissibilidade,18,16,0
5394,separação,18,10,0
5395,fotografia,18,16,0
5396,herança,18,8,0
5397,9605,18,14,0
5398,desclassificar,18,10,0
5399,adjudicação,18,10,0
5400,percebido,18,18,0
5401,dourar,18,4,0
5402,jardim,18,12,0
5403,bovino,18,6,0
5404,12431,18,9,0
5405,arrendatária,18,7,0
5406,incompatibilidade,18,17,0
5407,10520,18,9,0
5408,aporte,18,14,0
5409,6932,18,8,0
5410,tramitar,18,17,0
5411,comparar,18,14,0
5412,11079,18,10,0
5413,quilo,18,8,0
5414,oitiva,18,10,0
5415,bogotá,18,6,0
5416,promocional,18,12,0
5417,ilustração,18,4,0
5418,visível,18,13,0
5419,importante,18,7,0
5420,decadência,18,16,0
5421,esforçar,18,15,0
5422,organizador,18,13,0
5423,nacionalização,18,12,0
5424,absorvido,18,10,0
5425,detectar,18,17,0
5426,proficiência,18,6,0
5427,temperatura,18,7,0
5428,11346,18,8,0
5429,8189,18,3,0
5430,reestimativa,18,18,0
5431,disciplinamento,18,14,0
5432,literário,18,7,0
5433,7576,18,18,0
5434,10604,18,13,0
5435,lutar,18,8,0
5436,sinajuve,18,3,0
5437,apêndice,18,9,0
5438,div,18,7,0
5439,cigarrilha,18,2,0
5440,formador,18,8,0
5441,lavourar,18,11,0
5442,7304,18,13,0
5443,5450,18,18,0
5444,sindec,18,3,0
5445,modicidade,18,15,0
5446,belo,18,9,0
5447,triagem,18,8,0
5448,conseqüências,18,14,0
5449,caminhar,18,4,0
5450,pio,18,8,0
5451,frustrar,18,13,0
5452,kw,18,8,0
5453,5979,18,18,0
5454,planejamentos,18,15,0
5455,concernir,18,17,0
5456,gdiae,18,2,0
5457,gdinep,18,2,0
5458,avocar,18,8,0
5459,6692,18,3,0
5460,combinação,18,13,0
5461,11437,18,7,0
5462,direcionamento,18,9,0
5463,conjugação,18,13,0
5464,bilheteria,18,10,0
5465,11439,18,8,0
5466,6615,18,2,0
5467,9076,18,1,0
5468,desorganização,18,1,0
5469,10453,18,7,0
5470,retransmissor,18,4,0
5471,3591,18,8,0
5472,puro,18,9,0
5473,imputável,18,7,0
5474,pndrs,18,3,0
5475,6484,18,2,0
5476,consesp,18,2,0
5477,gcce,18,1,0
5478,clt,18,6,0
5479,polígono,18,5,0
5480,impossibilitar,18,13,0
5481,459,18,4,0
5482,9018,18,5,0
5483,socioambiental,18,12,0
5484,lotex,18,3,0
5485,refrigerante,18,9,0
5486,cervejar,18,4,0
5487,tdpf,18,2,0
5488,12414,18,2,0
5489,6405,18,2,0
5490,fnma,18,8,0
5491,ofor,18,2,0
5492,seqüenciais,18,4,0
5493,fermentar,18,6,0
5494,6760,18,1,0
5495,copcom,18,3,0
5496,sidof,18,1,0
5497,4468,18,1,0
5498,8303,18,1,0
5499,firme,18,4,0
5500,fotônica,18,1,0
5501,portfólio,18,4,0
5502,anistiado,18,3,0
5503,10144,18,2,0
5504,pronon,18,1,0
5505,prono,18,1,0
5506,pcd,18,1,0
5507,8294,18,1,0
5508,7795,18,1,0
5509,4544,18,7,0
5510,sgib,18,1,0
5511,gespública,18,3,0
5512,cooperante,18,3,0
5513,9707,18,1,0
5514,8463,18,1,0
5515,geminar,17,17,0
5516,9745,17,6,0
5517,autista,17,2,0
5518,seccional,17,11,0
5519,intragovernamentais,17,7,0
5520,sustentação,17,11,0
5521,pregresso,17,5,0
5522,óbice,17,3,0
5523,reaproveitamento,17,11,0
5524,motivadamente,17,10,0
5525,fortuito,17,14,0
5526,termonuclear,17,7,0
5527,abelhar,17,4,0
5528,verdadeiro,17,12,0
5529,extrativa,17,9,0
5530,paisagem,17,6,0
5531,sensibilização,17,15,0
5532,siop,17,11,0
5533,extrativismo,17,8,0
5534,distintivo,17,11,0
5535,3505,17,13,0
5536,taifeiro,17,15,0
5537,52795,17,7,0
5538,preconizar,17,12,0
5539,liprode,17,1,0
5540,negar,17,11,0
5541,internamente,17,10,0
5542,minimizar,17,15,0
5543,culpar,17,16,0
5544,concorrencial,17,6,0
5545,democracia,17,10,0
5546,9883,17,13,0
5547,desconsiderar,17,14,0
5548,escoltar,17,9,0
5549,sinistrar,17,7,0
5550,onça,17,2,0
5551,sé,17,3,0
5552,139,17,15,0
5553,205,17,14,0
5554,239,17,14,0
5555,subsolo,17,11,0
5556,confrontante,17,5,0
5557,sumário,17,16,0
5558,estranho,17,14,0
5559,logradouro,17,6,0
5560,judicialmente,17,15,0
5561,cível,17,15,0
5562,socioeconômica,17,9,0
5563,inventor,17,6,0
5564,duplicidade,17,12,0
5565,indiretos,17,14,0
5566,biométrico,17,5,0
5567,hipotecar,17,10,0
5568,2444,17,8,0
5569,reordenação,17,5,0
5570,cnapo,17,3,0
5571,10410,17,7,0
5572,alagoa,17,13,0
5573,luiz,17,12,0
5574,suave,17,3,0
5575,8817,17,7,0
5576,seriar,17,15,0
5577,desistir,17,15,0
5578,íntegro,17,15,0
5579,abusar,17,14,0
5580,explicativo,17,15,0
5581,protocolar,17,12,0
5582,13242,17,12,0
5583,prospecção,17,16,0
5584,1800,17,9,0
5585,cruzeiro,17,7,0
5586,fitossanitária,17,3,0
5587,infecção,17,5,0
5588,adjudicar,17,9,0
5589,fraudulento,17,9,0
5590,capelães,17,17,0
5591,latino,17,11,0
5592,acs,17,1,0
5593,cide,17,12,0
5594,gatt,17,10,0
5595,circular,17,8,0
5596,7482,17,8,0
5597,saque,17,14,0
5598,periculosidade,17,14,0
5599,funpen,17,17,0
5600,moçambique,17,8,0
5601,7819,17,8,0
5602,7625,17,17,0
5603,donatário,17,8,0
5604,aval,17,12,0
5605,londres,17,8,0
5606,sede,17,10,0
5607,anidro,17,7,0
5608,diretas,17,16,0
5609,sobrevivência,17,7,0
5610,xlix,17,10,0
5611,interagir,17,15,0
5612,limpar,17,7,0
5613,ifes,17,3,0
5614,declaratório,17,15,0
5615,conseqüente,17,15,0
5616,gradação,17,13,0
5617,12017,17,6,0
5618,10332,17,5,0
5619,cdrj,17,8,0
5620,assembléias,17,12,0
5621,cerimonial,17,8,0
5622,cometimento,17,11,0
5623,renato,17,6,0
5624,bruxelas,17,7,0
5625,dólar,17,10,0
5626,convenentes,17,12,0
5627,noturno,17,12,0
5628,arbóreo,17,3,0
5629,cr,17,3,0
5630,tec,17,7,0
5631,4376,17,8,0
5632,contag,17,14,0
5633,tripulação,17,8,0
5634,planalto,17,11,0
5635,petrobrás,17,7,0
5636,epígrafe,17,16,0
5637,verbal,17,11,0
5638,8029,17,11,0
5639,detenção,17,4,0
5640,oportuno,17,15,0
5641,cirm,17,3,0
5642,gid,17,2,0
5643,tele,17,3,0
5644,ancara,17,6,0
5645,salvamento,17,10,0
5646,focal,17,9,0
5647,desbloquear,17,6,0
5648,maltar,17,6,0
5649,envelope,17,7,0
5650,11105,17,4,0
5651,sfh,17,5,0
5652,capmcmv,17,3,0
5653,proejar,17,2,0
5654,5570,17,1,0
5655,cncd,17,2,0
5656,gipi,17,1,0
5657,10194,17,1,0
5658,9684,17,1,0
5659,12114,17,2,0
5660,5273,17,2,0
5661,conacer,17,2,0
5662,pnpe,17,2,0
5663,7583,17,3,0
5664,9481,17,3,0
5665,8096,17,2,0
5666,ditr,17,2,0
5667,fnsp,17,1,0
5668,ric,17,1,0
5669,cpfghab,17,1,0
5670,7789,17,1,0
5671,gdibge,17,1,0
5672,nanotecnologia,16,1,0
5673,óptico,16,8,0
5674,finalizar,16,14,0
5675,1578,16,12,0
5676,ombudsman,16,9,0
5677,4857,16,2,0
5678,suíço,16,7,0
5679,permissionários,16,7,0
5680,dignidade,16,14,0
5681,renunciar,16,13,0
5682,persistir,16,11,0
5683,1283,16,8,0
5684,169,16,12,0
5685,violar,16,12,0
5686,9191,16,9,0
5687,coincidir,16,13,0
5688,destino,16,6,0
5689,premissa,16,13,0
5690,numérico,16,8,0
5691,otimizar,16,13,0
5692,racionalizar,16,11,0
5693,eliminatório,16,9,0
5694,13460,16,4,0
5695,advocacia,16,9,0
5696,corretivas,16,16,0
5697,desfazimento,16,12,0
5698,legitimidade,16,14,0
5699,livremente,16,12,0
5700,coligar,16,8,0
5701,crescente,16,14,0
5702,discriminatório,16,13,0
5703,visibilidade,16,15,0
5704,prejudicial,16,14,0
5705,terrorista,16,8,0
5706,4801,16,8,0
5707,155,16,12,0
5708,173,16,13,0
5709,174,16,11,0
5710,210,16,14,0
5711,222,16,11,0
5712,350,16,15,0
5713,escoamento,16,11,0
5714,3365,16,13,0
5715,alegar,16,12,0
5716,drenagem,16,14,0
5717,retardar,16,15,0
5718,regressar,16,9,0
5719,gravame,16,7,0
5720,restar,16,15,0
5721,selecionada,16,12,0
5722,estável,16,12,0
5723,indenizar,16,10,0
5724,9636,16,15,0
5725,georreferenciada,16,9,0
5726,9279,16,10,0
5727,naturalizar,16,10,0
5728,confeccionar,16,12,0
5729,atualiza,16,11,0
5730,iraque,16,8,0
5731,direcionados,16,13,0
5732,alegrar,16,11,0
5733,dimensionamento,16,11,0
5734,falência,16,12,0
5735,post,16,10,0
5736,laboral,16,13,0
5737,siasg,16,12,0
5738,12351,16,5,0
5739,fcrb,16,4,0
5740,tempestivo,16,13,0
5741,ctn,16,10,0
5742,cplp,16,9,0
5743,intersetoriais,16,6,0
5744,odontologia,16,9,0
5745,equivaler,16,14,0
5746,ppddh,16,3,0
5747,europeu,16,7,0
5748,24022000,16,7,0
5749,belém,16,8,0
5750,zoossanitária,16,2,0
5751,atacar,16,9,0
5752,xl,16,12,0
5753,logomarca,16,8,0
5754,higienização,16,3,0
5755,letivo,16,10,0
5756,placar,16,10,0
5757,ganhar,16,14,0
5758,inexigibilidade,16,15,0
5759,isentar,16,14,0
5760,trem,16,8,0
5761,requalificação,16,11,0
5762,hediondo,16,16,0
5763,lastreados,16,16,0
5764,7662,16,16,0
5765,sequência,16,12,0
5766,descarregamento,16,2,0
5767,8402,16,7,0
5768,di,16,12,0
5769,interferir,16,14,0
5770,11784,16,7,0
5771,cpfgce,16,2,0
5772,desvio,16,15,0
5773,intervalo,16,9,0
5774,planejada,16,10,0
5775,cadin,16,11,0
5776,7891,16,8,0
5777,codificação,16,11,0
5778,xlvii,16,10,0
5779,5417,16,5,0
5780,adensamento,16,6,0
5781,condel,16,2,0
5782,aglomeração,16,8,0
5783,9972,16,4,0
5784,terapia,16,6,0
5785,oswaldo,16,12,0
5786,refinar,16,12,0
5787,descaracterizar,16,14,0
5788,fóssil,16,9,0
5789,autodesenvolvimento,16,16,0
5790,reexame,16,13,0
5791,fap,16,4,0
5792,omitir,16,14,0
5793,editorar,16,6,0
5794,revisor,16,4,0
5795,fdne,16,6,0
5796,protocolização,16,13,0
5797,depreciar,16,7,0
5798,1935,16,4,0
5799,6687,16,5,0
5800,estagiário,16,9,0
5801,6723,16,3,0
5802,ascendente,16,13,0
5803,irreversível,16,9,0
5804,educador,16,10,0
5805,sesc,16,5,0
5806,avo,16,10,0
5807,11320,16,15,0
5808,oferecimento,16,13,0
5809,archer,16,5,0
5810,cti,16,4,0
5811,4131,16,12,0
5812,mercadológico,16,12,0
5813,6339,16,1,0
5814,56435,16,3,0
5815,sibratec,16,1,0
5816,mostrador,16,3,0
5817,uacs,16,2,0
5818,cientificar,16,16,0
5819,gepac,16,2,0
5820,emgea,16,7,0
5821,multidisciplinar,16,9,0
5822,ongs,16,8,0
5823,guatemala,16,7,0
5824,polônia,16,7,0
5825,suécio,16,8,0
5826,ribeirinho,16,2,0
5827,cpqd,16,3,0
5828,espontâneo,16,13,0
5829,bioprospecção,16,3,0
5830,4230,16,4,0
5831,jbrj,16,6,0
5832,bravura,16,3,0
5833,afirmativo,16,8,0
5834,4815,16,2,0
5835,6107,16,1,0
5836,pnb,16,2,0
5837,11959,16,4,0
5838,ncia,16,5,0
5839,9678,16,5,0
5840,9893,16,2,0
5841,pastagem,16,5,0
5842,igarapé,16,2,0
5843,494,16,7,0
5844,9910,16,1,0
5845,artista,16,7,0
5846,10779,16,4,0
5847,ba,16,6,0
5848,acessar,16,9,0
5849,proex,16,8,0
5850,anistiados,16,7,0
5851,fnas,16,1,0
5852,cnas,16,7,0
5853,10711,16,10,0
5854,reicomp,16,1,0
5855,cgdc,16,1,0
5856,urbanização,16,9,0
5857,contraprovar,16,6,0
5858,8974,16,2,0
5859,8472,16,1,0
5860,cão,16,3,0
5861,cmas,16,1,0
5862,12965,16,4,0
5863,aguardentar,16,3,0
5864,8126,16,1,0
5865,8081,16,1,0
5866,bdi,16,4,0
5867,6808,16,1,0
5868,qocon,16,2,0
5869,ciep,16,1,0
5870,7455,16,1,0
5871,163,15,14,0
5872,assentimento,15,11,0
5873,brics,15,6,0
5874,telebrás,15,4,0
5875,intercalar,15,11,0
5876,10260,15,11,0
5877,2376,15,14,0
5878,vinculante,15,11,0
5879,afeta,15,14,0
5880,coleções,15,5,0
5881,noruega,15,7,0
5882,2021,15,10,0
5883,auditar,15,13,0
5884,interpretar,15,12,0
5885,unanimidade,15,12,0
5886,confundir,15,12,0
5887,liso,15,6,0
5888,exemplo,15,14,0
5889,criminoso,15,14,0
5890,cassar,15,12,0
5891,abordar,15,14,0
5892,fenômenos,15,15,0
5893,8216,15,9,0
5894,uniformizar,15,13,0
5895,condicionamento,15,8,0
5896,aderente,15,9,0
5897,prontamente,15,13,0
5898,9038,15,7,0
5899,pressuposto,15,10,0
5900,pex,15,1,0
5901,afinidade,15,10,0
5902,gtrtf,15,4,0
5903,10522,15,14,0
5904,notadamente,15,14,0
5905,hierarquicamente,15,8,0
5906,eletrônicas,15,14,0
5907,centímetro,15,8,0
5908,datum,15,8,0
5909,boqueirão,15,2,0
5910,viável,15,14,0
5911,laje,15,4,0
5912,143,15,13,0
5913,161,15,11,0
5914,178,15,13,0
5915,207,15,14,0
5916,221,15,13,0
5917,304,15,15,0
5918,2153,15,8,0
5919,antecessor,15,9,0
5920,assalariar,15,10,0
5921,legatário,15,2,0
5922,alvará,15,6,0
5923,tendente,15,14,0
5924,inteligente,15,5,0
5925,cominação,15,14,0
5926,grafar,15,3,0
5927,opinião,15,14,0
5928,variar,15,14,0
5929,jeo,15,1,0
5930,beirute,15,5,0
5931,garimpeiro,15,2,0
5932,raça,15,8,0
5933,intensidade,15,10,0
5934,araguaia,15,8,0
5935,querosene,15,6,0
5936,imbel,15,6,0
5937,contaminante,15,7,0
5938,licenciador,15,8,0
5939,luis,15,9,0
5940,anônima,15,12,0
5941,6129,15,9,0
5942,6815,15,5,0
5943,7784,15,7,0
5944,abrir,15,11,0
5945,reversível,15,11,0
5946,subposição,15,13,0
5947,bicar,15,3,0
5948,automóvel,15,10,0
5949,cereal,15,4,0
5950,falsar,15,5,0
5951,ponderação,15,8,0
5952,telefonia,15,14,0
5953,condecine,15,5,0
5954,sobrevir,15,6,0
5955,alvo,15,15,0
5956,restabelecer,15,12,0
5957,oficina,15,11,0
5958,ponte,15,12,0
5959,financeiramente,15,13,0
5960,5060,15,7,0
5961,profissionalizante,15,8,0
5962,psicossocial,15,9,0
5963,santiago,15,7,0
5964,7745,15,15,0
5965,7720,15,15,0
5966,surtir,15,15,0
5967,efetuará,15,13,0
5968,revelar,15,13,0
5969,rdc,15,3,0
5970,4307,15,7,0
5971,oneração,15,8,0
5972,cpfgie,15,1,0
5973,12708,15,5,0
5974,alternativamente,15,15,0
5975,particularmente,15,11,0
5976,absorver,15,14,0
5977,sac,15,3,0
5978,540,15,8,0
5979,acomodação,15,12,0
5980,faap,15,3,0
5981,emblemar,15,6,0
5982,10420,15,5,0
5983,falecimento,15,13,0
5984,intersetorialidade,15,11,0
5985,xlviii,15,11,0
5986,sobressalente,15,11,0
5987,6191,15,8,0
5988,operacionalizado,15,13,0
5989,sinir,15,1,0
5990,dígito,15,5,0
5991,isonomia,15,11,0
5992,qta,15,1,0
5993,xliii,15,11,0
5994,7849,15,1,0
5995,plenamente,15,10,0
5996,berlim,15,5,0
5997,atitude,15,11,0
5998,trienal,15,2,0
5999,extrapolar,15,13,0
6000,9991,15,5,0
6001,agravamento,15,8,0
6002,1698,15,7,0
6003,africano,15,9,0
6004,caminhão,15,6,0
6005,caribe,15,11,0
6006,pagador,15,10,0
6007,assiduidade,15,14,0
6008,est,15,3,0
6009,pretória,15,5,0
6010,8383,15,8,0
6011,alocada,15,11,0
6012,6046,15,6,0
6013,uac,15,3,0
6014,ccp,15,2,0
6015,quadrimestre,15,10,0
6016,conaflor,15,3,0
6017,mdl,15,4,0
6018,11124,15,2,0
6019,nigéria,15,6,0
6020,abc,15,12,0
6021,suriname,15,6,0
6022,eslovênia,15,7,0
6023,desvincular,15,9,0
6024,ambulatoriais,15,4,0
6025,garrafa,15,3,0
6026,3648,15,7,0
6027,1948,15,7,0
6028,conseguir,15,3,0
6029,rito,15,10,0
6030,4765,15,1,0
6031,2462003,15,1,0
6032,secar,15,5,0
6033,silo,15,12,0
6034,tripulante,15,9,0
6035,curto,15,8,0
6036,quebrar,15,8,0
6037,avariar,15,5,0
6038,tributável,15,6,0
6039,hungria,15,5,0
6040,quarentenar,15,5,0
6041,promessa,15,7,0
6042,biosfera,15,1,0
6043,10309,15,7,0
6044,botânico,15,9,0
6045,liquidanda,15,4,0
6046,2082003,15,1,0
6047,sisnad,15,2,0
6048,vogar,15,4,0
6049,8425,15,5,0
6050,8723,15,5,0
6051,adulterar,15,7,0
6052,9760,15,5,0
6053,cfem,15,2,0
6054,porção,15,9,0
6055,tubarão,15,1,0
6056,florianópolis,15,8,0
6057,nonagésimo,15,5,0
6058,9818,15,9,0
6059,categorização,15,2,0
6060,teclado,15,4,0
6061,spe,15,2,0
6062,macrozee,15,1,0
6063,5877,15,2,0
6064,fndf,15,3,0
6065,couro,15,7,0
6066,hemobrás,15,6,0
6067,bonificação,15,6,0
6068,rps,15,3,0
6069,motorizar,15,7,0
6070,gdat,15,2,0
6071,cacau,15,5,0
6072,descarbonização,15,3,0
6073,ocde,15,3,0
6074,10149,15,1,0
6075,sisgen,15,1,0
6076,10020,15,1,0
6077,reembalagem,15,4,0
6078,9714,15,3,0
6079,gdass,15,1,0
6080,6908,15,1,0
6081,pngc,15,1,0
6082,4610,15,1,0
6083,2622003,15,1,0
6084,cft,15,1,0
6085,gdaps,15,1,0
6086,ciasn,15,2,0
6087,prognóstico,15,2,0
6088,planapir,15,1,0
6089,7404,15,1,0
6090,gdai,15,1,0
6091,inclusivo,14,11,0
6092,talento,14,7,0
6093,9608,14,8,0
6094,tela,14,13,0
6095,alternância,14,13,0
6096,involuntário,14,10,0
6097,detecção,14,11,0
6098,fraude,14,12,0
6099,atores,14,13,0
6100,compromissório,14,2,0
6101,intervir,14,13,0
6102,embargo,14,7,0
6103,abgf,14,9,0
6104,credencial,14,7,0
6105,nortear,14,11,0
6106,priorizadas,14,11,0
6107,seletivos,14,9,0
6108,5707,14,13,0
6109,negativar,14,9,0
6110,predominantemente,14,10,0
6111,9494,14,2,0
6112,condecoração,14,12,0
6113,disparar,14,9,0
6114,edificar,14,9,0
6115,queixar,14,9,0
6116,torcedor,14,6,0
6117,dignitário,14,7,0
6118,6025,14,7,0
6119,abeba,14,5,0
6120,fungetur,14,2,0
6121,rp,14,6,0
6122,9693,14,1,0
6123,fc,14,4,0
6124,154,14,13,0
6125,5785,14,8,0
6126,cii,14,3,0
6127,vulnerável,14,11,0
6128,expectativa,14,13,0
6129,precaução,14,13,0
6130,obstáculo,14,14,0
6131,171,14,12,0
6132,11898,14,5,0
6133,unilateral,14,13,0
6134,naquilo,14,11,0
6135,13303,14,6,0
6136,9276,14,4,0
6137,transposição,14,8,0
6138,reiniciar,14,13,0
6139,superfície,14,12,0
6140,beber,14,4,0
6141,geodésico,14,10,0
6142,angelim,14,3,0
6143,grota,14,2,0
6144,231,14,11,0
6145,373,14,5,0
6146,crf,14,4,0
6147,impugnante,14,3,0
6148,irregularmente,14,7,0
6149,reassentamento,14,7,0
6150,proveito,14,10,0
6151,pressupor,14,14,0
6152,hoteleiro,14,10,0
6153,polos,14,4,0
6154,prédio,14,12,0
6155,contenção,14,11,0
6156,casamentar,14,7,0
6157,9795,14,6,0
6158,natura,14,9,0
6159,consubstanciar,14,13,0
6160,marechal,14,8,0
6161,falsidade,14,11,0
6162,sergipe,14,10,0
6163,440,14,7,0
6164,frequentar,14,10,0
6165,bibliográfico,14,14,0
6166,expandir,14,10,0
6167,vontade,14,14,0
6168,majoritário,14,11,0
6169,atua,14,11,0
6170,confiabilidade,14,13,0
6171,nutum,14,11,0
6172,indenizatória,14,6,0
6173,bienal,14,10,0
6174,psicologia,14,7,0
6175,enfermagem,14,8,0
6176,8218,14,3,0
6177,atômica,14,6,0
6178,preparador,14,6,0
6179,ocasionar,14,11,0
6180,pacote,14,6,0
6181,xli,14,10,0
6182,alergia,14,2,0
6183,amamentar,14,2,0
6184,contrastante,14,2,0
6185,afeganistão,14,7,0
6186,sangue,14,4,0
6187,vitro,14,3,0
6188,melhoramento,14,5,0
6189,ramal,14,7,0
6190,8365,14,8,0
6191,festividade,14,14,0
6192,paraplegia,14,8,0
6193,tetraplegia,14,8,0
6194,1001,14,9,0
6195,favorecido,14,12,0
6196,diferencial,14,5,0
6197,7804,14,14,0
6198,9432,14,6,0
6199,juvenil,14,6,0
6200,nessas,14,14,0
6201,confidencial,14,5,0
6202,invernar,14,7,0
6203,coibir,14,11,0
6204,cacaueira,14,8,0
6205,positivar,14,13,0
6206,wellington,14,5,0
6207,promulgação,14,9,0
6208,5029,14,4,0
6209,11080,14,5,0
6210,reiterar,14,12,0
6211,11091,14,6,0
6212,cumulatividade,14,11,0
6213,tempore,14,11,0
6214,normalidade,14,8,0
6215,toxicológico,14,3,0
6216,tropa,14,9,0
6217,controladoria,14,6,0
6218,complementaridade,14,13,0
6219,11129,14,7,0
6220,aplicativo,14,11,0
6221,sisfor,14,3,0
6222,checar,14,5,0
6223,conseqüência,14,10,0
6224,invenção,14,8,0
6225,procedido,14,13,0
6226,4058,14,2,0
6227,salvador,14,6,0
6228,subgrupo,14,7,0
6229,cpp,14,2,0
6230,10934,14,7,0
6231,desfavorável,14,9,0
6232,efetue,14,13,0
6233,tcheca,14,5,0
6234,saúde,14,3,0
6235,harmônica,14,12,0
6236,5027,14,4,0
6237,indiscriminado,14,6,0
6238,4050,14,8,0
6239,obediência,14,12,0
6240,srp,14,4,0
6241,arábico,14,7,0
6242,subseções,14,4,0
6243,lixar,14,4,0
6244,9129,14,1,0
6245,moderno,14,7,0
6246,desaparecido,14,9,0
6247,alternadamente,14,11,0
6248,estritamente,14,11,0
6249,prefeitura,14,11,0
6250,álvaro,14,1,0
6251,alberto,14,1,0
6252,rgãos,14,3,0
6253,9260,14,6,0
6254,senai,14,6,0
6255,7805,14,5,0
6256,transtorno,14,7,0
6257,licenciatura,14,8,0
6258,lisboa,14,6,0
6259,sh,14,9,0
6260,irb,14,7,0
6261,kuaite,14,4,0
6262,rmf,14,2,0
6263,pnbl,14,3,0
6264,vitória,14,9,0
6265,balcão,14,8,0
6266,bdah,14,1,0
6267,liquefação,14,2,0
6268,regaseificação,14,2,0
6269,franquiar,14,2,0
6270,pnapo,14,2,0
6271,planapo,14,2,0
6272,paof,14,1,0
6273,comercializadora,14,10,0
6274,segurador,14,6,0
6275,3277,14,5,0
6276,sudoestar,14,3,0
6277,8025,14,4,0
6278,10042,14,1,0
6279,identificável,14,4,0
6280,8429,14,6,0
6281,significância,14,2,0
6282,6621,14,1,0
6283,pips,14,1,0
6284,6985,14,1,0
6285,cdr,14,2,0
6286,qscon,14,2,0
6287,7081,14,1,0
6288,6959,14,1,0
6289,cppi,13,6,0
6290,telégrafo,13,9,0
6291,12852,13,4,0
6292,realocação,13,12,0
6293,8842,13,10,0
6294,8906,13,6,0
6295,segredar,13,13,0
6296,suspeição,13,8,0
6297,inequívoco,13,11,0
6298,precatório,13,11,0
6299,decorar,13,5,0
6300,afetado,13,11,0
6301,conversível,13,10,0
6302,retransmitir,13,7,0
6303,jacuípe,13,1,0
6304,indiciar,13,11,0
6305,pontuar,13,7,0
6306,subdiretor,13,5,0
6307,quadrimestralmente,13,11,0
6308,cautela,13,12,0
6309,potencializar,13,11,0
6310,marinhar,13,7,0
6311,reexportar,13,8,0
6312,6047,13,5,0
6313,natalina,13,10,0
6314,sigla,13,12,0
6315,reprovar,13,7,0
6316,reprovação,13,8,0
6317,agrupamento,13,10,0
6318,mestre,13,7,0
6319,13445,13,3,0
6320,excetuada,13,12,0
6321,12598,13,3,0
6322,clareza,13,9,0
6323,priorizarão,13,12,0
6324,vicente,13,5,0
6325,autônomas,13,4,0
6326,estacionamento,13,10,0
6327,microempreendedores,13,4,0
6328,frações,13,9,0
6329,158,13,7,0
6330,137,13,13,0
6331,168,13,12,0
6332,217,13,9,0
6333,4987,13,3,0
6334,1941,13,8,0
6335,ordenação,13,8,0
6336,10257,13,6,0
6337,confinante,13,4,0
6338,posseiro,13,9,0
6339,loja,13,9,0
6340,doce,13,4,0
6341,reordenamento,13,10,0
6342,7998,13,9,0
6343,427,13,5,0
6344,leve,13,8,0
6345,3564,13,7,0
6346,claramente,13,11,0
6347,procedimental,13,13,0
6348,irrestrito,13,8,0
6349,fgeduc,13,4,0
6350,8918,13,6,0
6351,demissível,13,10,0
6352,731,13,12,0
6353,confrontar,13,9,0
6354,atenuar,13,8,0
6355,9465,13,2,0
6356,subposições,13,11,0
6357,6834,13,5,0
6358,etário,13,10,0
6359,travessia,13,8,0
