,Word,Qtd_total,Qtd_interdocumental,stopword
17634,acatamento,1,1,0
17635,exorbitar,1,1,0
17636,subdiretores,1,1,0
17637,ascendência,1,1,0
17638,etica,1,1,0
17639,absolvição,1,1,0
17640,sossegar,1,1,0
17641,ignorância,1,1,0
17642,patriotismo,1,1,0
17643,premeditação,1,1,0
17644,brando,1,1,0
17645,verbalmente,1,1,0
17646,aquartelamento,1,1,0
17647,fileira,1,1,0
17648,absolutamente,1,1,0
17649,deprimente,1,1,0
17650,alusão,1,1,0
17651,serenidade,1,1,0
17652,convicto,1,1,0
17653,inspirar,1,1,0
17654,interrogar,1,1,0
17655,convalescer,1,1,0
17656,festivo,1,1,0
17657,injustiçado,1,1,0
17658,elucidativo,1,1,0
17659,sóbrio,1,1,0
17660,generalização,1,1,0
17661,90608,1,1,0
17662,94504,1,1,0
17663,97578,1,1,0
17664,1654,1,1,0
17665,2324,1,1,0
17666,3288,1,1,0
17667,5566,1,1,0
17668,licenciadores,1,1,0
17669,retificadora,1,1,0
17670,reassentadas,1,1,0
17671,3834,1,1,0
17672,comisssionados,1,1,0
17673,4237,1,1,0
17674,parágarfo,1,1,0
17675,especialisata,1,1,0
17676,abong,1,1,0
17677,oab,1,1,0
17678,abi,1,1,0
17679,alocarem,1,1,0
17680,2971,1,1,0
17681,3849,1,1,0
17682,81351,1,1,0
17683,1148,1,1,0
17684,3362,1,1,0
17685,3771,1,1,0
17686,3960,1,1,0
17687,4173,1,1,0
17688,3053,1,1,0
17689,4171,1,1,0
17690,88026000,1,1,0
17691,aerofotogrametria,1,1,0
17692,rab,1,1,0
17693,88021,1,1,0
17694,preferível,1,1,0
17695,incondicionado,1,1,0
17696,irretroatividade,1,1,0
17697,consumação,1,1,0
17698,parêntese,1,1,0
17699,new,1,1,0
17700,roman,1,1,0
17701,latim,1,1,0
17702,designativo,1,1,0
17703,oração,1,1,0
17704,preciosismo,1,1,0
17705,neologismo,1,1,0
17706,judicioso,1,1,0
17707,idéia,1,1,0
17708,sinonímia,1,1,0
17709,conjunção,1,1,0
17710,disjuntivo,1,1,0
17711,centena,1,1,0
17712,indexador,1,1,0
17713,ambigüidades,1,1,0
17714,extravagante,1,1,0
17715,injunção,1,1,0
17716,apostila,1,1,0
17717,3495,1,1,0
17718,3585,1,1,0
17719,3723,1,1,0
17720,3930,1,1,0
17721,86364,1,1,0
17722,88376,1,1,0
17723,2373,1,1,0
17724,10316,1,1,0
17725,decolagem,1,1,0
17726,hidrofólios,1,1,0
17727,colchão,1,1,0
17728,submersível,1,1,0
17729,engenho,1,1,0
17730,monobóias,1,1,0
17731,derramar,1,1,0
17732,esvaziamento,1,1,0
17733,faxinar,1,1,0
17734,afundamento,1,1,0
17735,penalidaes,1,1,0
17736,1265,1,1,0
17737,estivar,1,1,0
17738,amarrar,1,1,0
17739,87566,1,1,0
17740,4839,1,1,0
17741,vocábulo,1,1,0
17742,respecitamente,1,1,0
17743,3698,1,1,0
17744,1332002,1,1,0
17745,4202,1,1,0
17746,1942002,1,1,0
17747,1752002,1,1,0
17748,5537,1,1,0
17749,almanaque,1,1,0
17750,5335,1,1,0
17751,essex,1,1,0
17752,esaex,1,1,0
17753,esao,1,1,0
17754,figuração,1,1,0
17755,conducente,1,1,0
17756,71848,1,1,0
17757,72335,1,1,0
17758,75871,1,1,0
17759,78577,1,1,0
17760,78985,1,1,0
17761,80126,1,1,0
17762,81247,1,1,0
17763,85281,1,1,0
17764,85739,1,1,0
17765,85816,1,1,0
17766,86882,1,1,0
17767,87138,1,1,0
17768,88219,1,1,0
17769,88292,1,1,0
17770,89350,1,1,0
17771,89597,1,1,0
17772,89985,1,1,0
17773,95648,1,1,0
17774,98260,1,1,0
17775,99796,1,1,0
17776,842,1,1,0
17777,975,1,1,0
17778,2676,1,1,0
17779,propositor,1,1,0
17780,parceleiros,1,1,0
17781,monitoragem,1,1,0
17782,dispêncios,1,1,0
17783,70627,1,1,0
17784,interpol,1,1,0
17785,proantar,1,1,0
17786,84177,1,1,0
17787,3862,1,1,0
17788,jurar,1,1,0
17789,ítens,1,1,0
17790,1792001,1,1,0
17791,4061,1,1,0
17792,21122001,1,1,0
17793,nacionaldo,1,1,0
17794,565,1,1,0
17795,9941852,1,1,0
17796,17402009,1,1,0
17797,9878287,1,1,0
17798,8607307,1,1,0
17799,grandense,1,1,0
17800,12823317,1,1,0
17801,65161473,1,1,0
17802,95446,1,1,0
17803,77604,1,1,0
17804,51448,1,1,0
17805,1683577,1,1,0
17806,telebrasília,1,1,0
17807,1163134,1,1,0
17808,teleceará,1,1,0
17809,telegoiás,1,1,0
17810,telems,1,1,0
17811,328803,1,1,0
17812,549919,1,1,0
17813,35342,1,1,0
17814,35230,1,1,0
17815,telern,1,1,0
17816,11600,1,1,0
17817,telesc,1,1,0
17818,11218,1,1,0
17819,32349,1,1,0
17820,telpa,1,1,0
17821,tepa,1,1,0
17822,60542,1,1,0
17823,23676,1,1,0
17824,24954,1,1,0
17825,1104940,1,1,0
17826,casal,1,1,0
17827,alheiro,1,1,0
17828,3641,1,1,0
17829,psiquiatro,1,1,0
17830,ventuais,1,1,0
17831,2632,1,1,0
17832,2792,1,1,0
17833,2974,1,1,0
17834,3137,1,1,0
17835,3582,1,1,0
17836,dmnt,1,1,0
17837,dfr,1,1,0
17838,dfpc,1,1,0
17839,dmavex,1,1,0
17840,dtm,1,1,0
17841,dsm,1,1,0
17842,dmov,1,1,0
17843,dprom,1,1,0
17844,dip,1,1,0
17845,dca,1,1,0
17846,dsau,1,1,0
17847,faturável,1,1,0
17848,integralizada,1,1,0
17849,86463,1,1,0
17850,calcário,1,1,0
17851,consumo,1,1,0
17852,centralizadamente,1,1,0
17853,95459,1,1,0
17854,dep,1,1,0
17855,log,1,1,0
17856,sef,1,1,0
17857,sct,1,1,0
17858,sti,1,1,0
17859,coter,1,1,0
17860,67459,1,1,0
17861,68116,1,1,0
17862,75222,1,1,0
17863,83957,1,1,0
17864,3202,1,1,0
17865,ralar,1,1,0
17866,edulcorar,1,1,0
17867,xarope,1,1,0
17868,27100011,1,1,0
17869,3447568,1,1,0
17870,3703,1,1,0
17871,comissao,1,1,0
17872,tecnologico,1,1,0
17873,astronomia,1,1,0
17874,paraense,1,1,0
17875,emílio,1,1,0
17876,goeldi,1,1,0
17877,97753,1,1,0
17878,declaracao,1,1,0
17879,1679,1,1,0
17880,breve,1,1,0
17881,protetores,1,1,0
17882,colete,1,1,0
17883,disfarce,1,1,0
17884,3152,1,1,0
17885,cdm,1,1,0
17886,bcb,1,1,0
17887,conceituações,1,1,0
17888,intrusão,1,1,0
17889,critptográficos,1,1,0
17890,emanação,1,1,0
17891,eletromagnéticas,1,1,0
17892,conceber,1,1,0
17893,condiderando,1,1,0
17894,903,1,1,0
17895,3080,1,1,0
17896,3175,1,1,0
17897,fundacao,1,1,0
17898,saude,1,1,0
17899,3349,1,1,0
17900,2701,1,1,0
17901,2766,1,1,0
17902,econõmica,1,1,0
17903,86829,1,1,0
17904,2826,1,1,0
17905,2385,1,1,0
17906,96304,1,1,0
17907,3127,1,1,0
17908,exercitar,1,1,0
17909,inevitável,1,1,0
17910,99721,1,1,0
17911,desarquivar,1,1,0
17912,alusivo,1,1,0
17913,dissolutória,1,1,0
17914,extintivo,1,1,0
17915,detalhadamente,1,1,0
17916,desarquivamento,1,1,0
17917,registrável,1,1,0
17918,quinquenalmente,1,1,0
17919,eireli,1,1,0
17920,9466,1,1,0
17921,encaminhador,1,1,0
17922,manifestante,1,1,0
17923,pseudominização,1,1,0
17924,smartphones,1,1,0
17925,contemplação,1,1,0
17926,projetores,1,1,0
17927,televisor,1,1,0
17928,25360916569,1,1,0
17929,dialogar,1,1,0
17930,9920,1,1,0
17931,rastrear,1,1,0
17932,operacionalizarão,1,1,0
17933,20785200,1,1,0
17934,6820,1,1,0
17935,carinhanha,1,1,0
17936,atol,1,1,0
17937,cgsircm,1,1,0
17938,casamento,1,1,0
17939,natimortos,1,1,0
17940,autocuidado,1,1,0
17941,autoajuda,1,1,0
17942,5934,1,1,0
17943,6800,1,1,0
17944,8114,1,1,0
17945,13729,1,1,0
17946,7053,1,1,0
17947,pnspds,1,1,0
17948,9044,1,1,0
17949,9990,1,1,0
17950,9169,1,1,0
17951,13755,1,1,0
17952,private,1,1,0
17953,equity,1,1,0
17954,venture,1,1,0
17955,iiii,1,1,0
17956,9773,1,1,0
17957,invulnerabilidade,1,1,0
17958,nucleoelétricas,1,1,0
17959,batalhão,1,1,0
17960,consequentemente,1,1,0
17961,cepel,1,1,0
17962,10359,1,1,0
17963,andi,1,1,0
17964,alano,1,1,0
17965,intervozes,1,1,0
17966,instituiçã,1,1,0
17967,perten,1,1,0
17968,çam,1,1,0
17969,prias,1,1,0
17970,curr,1,1,0
17971,ículo,1,1,0
17972,cnico,1,1,0
17973,semiautomá,1,1,0
17974,prá,1,1,0
17975,cnicas,1,1,0
17976,exist,1,1,0
17977,nios,1,1,0
17978,psicol,1,1,0
17979,gica,1,1,0
17980,instituiçõ,1,1,0
17981,corporaçõ,1,1,0
17982,missõ,1,1,0
17983,perman,1,1,0
17984,decil,1,1,0
17985,aque,1,1,0
17986,1373,1,1,0
17987,3976,1,1,0
17988,revisional,1,1,0
17989,cmd,1,1,0
17990,enccla,1,1,0
17991,repristinadas,1,1,0
17992,9809,1,1,0
17993,10079,1,1,0
17994,10136,1,1,0
17995,10181,1,1,0
17996,9282,1,1,0
17997,10195,1,1,0
17998,8836,1,1,0
17999,seicentas,1,1,0
18000,9397,1,1,0
18001,9561,1,1,0
18002,9485,1,1,0
18003,9378,1,1,0
18004,9426,1,1,0
18005,53000010729,1,1,0
18006,sbt,1,1,0
18007,85841,1,1,0
18008,54313531,1,1,0
18009,12324,1,1,0
18010,53900027042,1,1,0
18011,studios,1,1,0
18012,91022,1,1,0
18013,oliverio,1,1,0
18014,garcia,1,1,0
18015,almeida,1,1,0
18016,denarium,1,1,0
18017,reapresentado,1,1,0
18018,governabilidade,1,1,0
18019,inexperiência,1,1,0
18020,medo,1,1,0
18021,superstição,1,1,0
18022,abusividade,1,1,0
18023,socia,1,1,0
18024,7512,1,1,0
18025,80572,1,1,0
18026,3339,1,1,0
18027,9720,1,1,0
18028,9898,1,1,0
18029,impunidade,1,1,0
18030,exitosos,1,1,0
18031,13513,1,1,0
18032,13534,1,1,0
18033,13550,1,1,0
18034,cumpridor,1,1,0
18035,laborativa,1,1,0
18036,autodeclararem,1,1,0
18037,siconfi,1,1,0
18038,exaustão,1,1,0
18039,rigidez,1,1,0
18040,geotécnica,1,1,0
18041,aflorar,1,1,0
18042,afloramento,1,1,0
18043,geoquímico,1,1,0
18044,inferir,1,1,0
18045,futuramente,1,1,0
18046,deposição,1,1,0
18047,garimpável,1,1,0
18048,inconsolidado,1,1,0
18049,aluvionar,1,1,0
18050,eluvionar,1,1,0
18051,coluvial,1,1,0
18052,monopolização,1,1,0
18053,retificador,1,1,0
18054,descobrimento,1,1,0
18055,drenar,1,1,0
18056,preestabelecer,1,1,0
18057,onerações,1,1,0
18058,62934,1,1,0
18059,98812,1,1,0
18060,8892,1,1,0
18061,9375,1,1,0
18062,2000003303,1,1,0
18063,2000200031,1,1,0
18064,223917,1,1,0
18065,rasterizadas,1,1,0
18066,494,1,1,0
18067,rapideye,1,1,0
18068,2338016,1,1,0
18069,2337916,1,1,0
18070,624390,1,1,0
18071,9760655,1,1,0
18072,661675,1,1,0
18073,9760540,1,1,0
18074,664161,1,1,0
18075,9738083,1,1,0
18076,662712,1,1,0
18077,9734005,1,1,0
18078,665347,1,1,0
18079,9731879,1,1,0
18080,carnaubeira,1,1,0
18081,670218,1,1,0
18082,9723543,1,1,0
18083,671138,1,1,0
18084,9722825,1,1,0
18085,670968,1,1,0
18086,9713943,1,1,0
18087,670938,1,1,0
18088,9714211,1,1,0
18089,670866,1,1,0
18090,9714401,1,1,0
18091,670792,1,1,0
18092,9714469,1,1,0
18093,670691,1,1,0
18094,9714494,1,1,0
18095,670659,1,1,0
18096,9714608,1,1,0
18097,670768,1,1,0
18098,9714859,1,1,0
18099,670872,1,1,0
18100,9714931,1,1,0
18101,670874,1,1,0
18102,9714932,1,1,0
18103,670782,1,1,0
18104,670589,1,1,0
18105,9715322,1,1,0
18106,670379,1,1,0
18107,9715349,1,1,0
18108,9715452,1,1,0
18109,9715625,1,1,0
18110,670325,1,1,0
18111,9715712,1,1,0
18112,670541,1,1,0
18113,9715737,1,1,0
18114,670523,1,1,0
18115,9715854,1,1,0
18116,670475,1,1,0
18117,9715878,1,1,0
18118,670517,1,1,0
18119,9716098,1,1,0
18120,670451,1,1,0
18121,9716212,1,1,0
18122,9716190,1,1,0
18123,9716125,1,1,0
18124,670157,1,1,0
18125,9715960,1,1,0
18126,670052,1,1,0
18127,669952,1,1,0
18128,9715572,1,1,0
18129,670010,1,1,0
18130,9715532,1,1,0
18131,670017,1,1,0
18132,670001,1,1,0
18133,9715472,1,1,0
18134,669943,1,1,0
18135,9715468,1,1,0
18136,669861,1,1,0
18137,9715534,1,1,0
18138,9715258,1,1,0
18139,9715124,1,1,0
18140,669345,1,1,0
18141,9714972,1,1,0
18142,669243,1,1,0
18143,668942,1,1,0
18144,9715093,1,1,0
18145,669117,1,1,0
18146,9715323,1,1,0
18147,669234,1,1,0
18148,9715397,1,1,0
18149,669245,1,1,0
18150,669196,1,1,0
18151,9715724,1,1,0
18152,669069,1,1,0
18153,9715740,1,1,0
18154,669385,1,1,0
18155,9716050,1,1,0
18156,669156,1,1,0
18157,9716284,1,1,0
18158,668987,1,1,0
18159,9716305,1,1,0
18160,668682,1,1,0
18161,9716227,1,1,0
18162,668637,1,1,0
18163,9716106,1,1,0
18164,668479,1,1,0
18165,9716092,1,1,0
18166,668424,1,1,0
18167,9716224,1,1,0
18168,667945,1,1,0
18169,9716096,1,1,0
18170,667726,1,1,0
18171,9716071,1,1,0
18172,667378,1,1,0
18173,9715981,1,1,0
18174,667279,1,1,0
18175,9715985,1,1,0
18176,667327,1,1,0
18177,9716087,1,1,0
18178,667486,1,1,0
18179,9716245,1,1,0
18180,667735,1,1,0
18181,9716327,1,1,0
18182,667894,1,1,0
18183,9716594,1,1,0
18184,667815,1,1,0
18185,9716691,1,1,0
18186,667571,1,1,0
18187,9716483,1,1,0
18188,667171,1,1,0
18189,9716494,1,1,0
18190,667302,1,1,0
18191,9716768,1,1,0
18192,667626,1,1,0
18193,9716984,1,1,0
18194,667732,1,1,0
18195,9717397,1,1,0
18196,667700,1,1,0
18197,9717519,1,1,0
18198,667464,1,1,0
18199,9717370,1,1,0
18200,667164,1,1,0
18201,9717225,1,1,0
18202,666927,1,1,0
18203,9716921,1,1,0
18204,666806,1,1,0
18205,9716951,1,1,0
18206,666722,1,1,0
18207,9717021,1,1,0
18208,666625,1,1,0
18209,9717004,1,1,0
18210,666462,1,1,0
18211,9716831,1,1,0
18212,666194,1,1,0
18213,9716880,1,1,0
18214,665909,1,1,0
18215,9716804,1,1,0
18216,665655,1,1,0
18217,9716536,1,1,0
18218,665532,1,1,0
18219,9716509,1,1,0
18220,665390,1,1,0
18221,9716720,1,1,0
18222,665190,1,1,0
18223,9716603,1,1,0
18224,664515,1,1,0
18225,9716699,1,1,0
18226,664376,1,1,0
18227,9716817,1,1,0
18228,664243,1,1,0
18229,9716772,1,1,0
18230,663979,1,1,0
18231,9716499,1,1,0
18232,663425,1,1,0
18233,9716292,1,1,0
18234,663324,1,1,0
18235,9716503,1,1,0
18236,663331,1,1,0
18237,9716596,1,1,0
18238,663510,1,1,0
18239,9716724,1,1,0
18240,663552,1,1,0
18241,9716866,1,1,0
18242,663793,1,1,0
18243,9716870,1,1,0
18244,663753,1,1,0
18245,9717063,1,1,0
18246,665043,1,1,0
18247,9717956,1,1,0
18248,665381,1,1,0
18249,9718009,1,1,0
18250,665441,1,1,0
18251,9717890,1,1,0
18252,665338,1,1,0
18253,9717714,1,1,0
18254,665614,1,1,0
18255,665721,1,1,0
18256,9717534,1,1,0
18257,665662,1,1,0
18258,9717760,1,1,0
18259,665749,1,1,0
18260,9718190,1,1,0
18261,666388,1,1,0
18262,9718640,1,1,0
18263,666161,1,1,0
18264,9719247,1,1,0
18265,666287,1,1,0
18266,9719367,1,1,0
18267,666879,1,1,0
18268,9719324,1,1,0
18269,666816,1,1,0
18270,9719573,1,1,0
18271,667068,1,1,0
18272,9719928,1,1,0
18273,666682,1,1,0
18274,9720026,1,1,0
18275,666608,1,1,0
18276,9720590,1,1,0
18277,665952,1,1,0
18278,9720636,1,1,0
18279,665740,1,1,0
18280,9720447,1,1,0
18281,665418,1,1,0
18282,9720263,1,1,0
18283,665484,1,1,0
18284,9720593,1,1,0
18285,665815,1,1,0
18286,9721102,1,1,0
18287,665392,1,1,0
18288,9721055,1,1,0
18289,665127,1,1,0
18290,9720825,1,1,0
18291,665012,1,1,0
18292,9720856,1,1,0
18293,665001,1,1,0
18294,9720942,1,1,0
18295,665293,1,1,0
18296,9721379,1,1,0
18297,665736,1,1,0
18298,9721663,1,1,0
18299,666244,1,1,0
18300,9721798,1,1,0
18301,666848,1,1,0
18302,9722390,1,1,0
18303,666920,1,1,0
18304,9722881,1,1,0
18305,666702,1,1,0
18306,9723446,1,1,0
18307,666631,1,1,0
18308,9723250,1,1,0
18309,666514,1,1,0
18310,9723230,1,1,0
18311,666248,1,1,0
18312,9723306,1,1,0
18313,665951,1,1,0
18314,9723237,1,1,0
18315,665718,1,1,0
18316,9723327,1,1,0
18317,665713,1,1,0
18318,9723165,1,1,0
18319,665433,1,1,0
18320,9723087,1,1,0
18321,664768,1,1,0
18322,9722418,1,1,0
18323,663571,1,1,0
18324,9722261,1,1,0
18325,663454,1,1,0
18326,9721806,1,1,0
18327,663181,1,1,0
18328,9721723,1,1,0
18329,662967,1,1,0
18330,9721919,1,1,0
18331,662854,1,1,0
18332,9721950,1,1,0
18333,662713,1,1,0
18334,9721734,1,1,0
18335,662845,1,1,0
18336,9721561,1,1,0
18337,662606,1,1,0
18338,9721386,1,1,0
18339,662454,1,1,0
18340,9721333,1,1,0
18341,662366,1,1,0
18342,9721265,1,1,0
18343,662344,1,1,0
18344,9720909,1,1,0
18345,661566,1,1,0
18346,9720872,1,1,0
18347,661248,1,1,0
18348,9720610,1,1,0
18349,661004,1,1,0
18350,9720632,1,1,0
18351,660402,1,1,0
18352,9719944,1,1,0
18353,660227,1,1,0
18354,9719889,1,1,0
18355,660015,1,1,0
18356,9720020,1,1,0
18357,659892,1,1,0
18358,9719990,1,1,0
18359,659860,1,1,0
18360,9719738,1,1,0
18361,659981,1,1,0
18362,9719550,1,1,0
18363,660009,1,1,0
18364,9719298,1,1,0
18365,9718874,1,1,0
18366,9718800,1,1,0
18367,659964,1,1,0
18368,9718871,1,1,0
18369,659837,1,1,0
18370,9719029,1,1,0
18371,659909,1,1,0
18372,9719134,1,1,0
18373,659870,1,1,0
18374,9719190,1,1,0
18375,659786,1,1,0
18376,9719212,1,1,0
18377,659638,1,1,0
18378,9719443,1,1,0
18379,659405,1,1,0
18380,9719401,1,1,0
18381,659331,1,1,0
18382,9719486,1,1,0
18383,659050,1,1,0
18384,9719542,1,1,0
18385,659007,1,1,0
18386,9719809,1,1,0
18387,658928,1,1,0
18388,9719827,1,1,0
18389,658761,1,1,0
18390,9719755,1,1,0
18391,658687,1,1,0
18392,9719611,1,1,0
18393,658336,1,1,0
18394,9719487,1,1,0
18395,658008,1,1,0
18396,9719445,1,1,0
18397,657629,1,1,0
18398,9719619,1,1,0
18399,657512,1,1,0
18400,9719749,1,1,0
18401,657413,1,1,0
18402,9719777,1,1,0
18403,657175,1,1,0
18404,9719623,1,1,0
18405,657010,1,1,0
18406,9719569,1,1,0
18407,656915,1,1,0
18408,9719478,1,1,0
18409,656750,1,1,0
18410,9719500,1,1,0
18411,656626,1,1,0
18412,9719260,1,1,0
18413,656691,1,1,0
18414,9719182,1,1,0
18415,656558,1,1,0
18416,9718975,1,1,0
18417,656226,1,1,0
18418,9719012,1,1,0
18419,656175,1,1,0
18420,9719120,1,1,0
18421,656081,1,1,0
18422,9719079,1,1,0
18423,lgarapé,1,1,0
18424,655900,1,1,0
18425,9718909,1,1,0
18426,655864,1,1,0
18427,9718603,1,1,0
18428,655889,1,1,0
18429,9718461,1,1,0
18430,655999,1,1,0
18431,9718392,1,1,0
18432,655992,1,1,0
18433,9718260,1,1,0
18434,655885,1,1,0
18435,9718286,1,1,0
18436,655696,1,1,0
18437,9717682,1,1,0
18438,655865,1,1,0
18439,655979,1,1,0
18440,9717214,1,1,0
18441,655978,1,1,0
18442,9717069,1,1,0
18443,655919,1,1,0
18444,655805,1,1,0
18445,9716756,1,1,0
18446,655439,1,1,0
18447,9716905,1,1,0
18448,655433,1,1,0
18449,9716144,1,1,0
18450,655715,1,1,0
18451,9715988,1,1,0
18452,655717,1,1,0
18453,9715725,1,1,0
18454,655484,1,1,0
18455,9715365,1,1,0
18456,655389,1,1,0
18457,9714860,1,1,0
18458,655176,1,1,0
18459,9714460,1,1,0
18460,655376,1,1,0
18461,9714472,1,1,0
18462,655521,1,1,0
18463,9713813,1,1,0
18464,655329,1,1,0
18465,9713384,1,1,0
18466,655318,1,1,0
18467,9713184,1,1,0
18468,654853,1,1,0
18469,9712575,1,1,0
18470,654971,1,1,0
18471,9712417,1,1,0
18472,654962,1,1,0
18473,9712111,1,1,0
18474,654592,1,1,0
18475,9711547,1,1,0
18476,654671,1,1,0
18477,9711240,1,1,0
18478,654866,1,1,0
18479,9711053,1,1,0
18480,655259,1,1,0
18481,9710964,1,1,0
18482,655435,1,1,0
18483,9710834,1,1,0
18484,655606,1,1,0
18485,9710847,1,1,0
18486,655827,1,1,0
18487,9710603,1,1,0
18488,655778,1,1,0
18489,9710321,1,1,0
18490,655513,1,1,0
18491,9710045,1,1,0
18492,655813,1,1,0
18493,9709039,1,1,0
18494,655590,1,1,0
18495,9708164,1,1,0
18496,655748,1,1,0
18497,9707887,1,1,0
18498,655761,1,1,0
18499,9707282,1,1,0
18500,655453,1,1,0
18501,9706913,1,1,0
18502,655304,1,1,0
18503,9706958,1,1,0
18504,655230,1,1,0
18505,9706938,1,1,0
18506,654742,1,1,0
18507,9706718,1,1,0
18508,654569,1,1,0
18509,9706824,1,1,0
18510,654500,1,1,0
18511,9707248,1,1,0
18512,654449,1,1,0
18513,9707389,1,1,0
18514,654133,1,1,0
18515,9707403,1,1,0
18516,654108,1,1,0
18517,9707876,1,1,0
18518,9708231,1,1,0
18519,9708337,1,1,0
18520,654082,1,1,0
18521,9708534,1,1,0
18522,654096,1,1,0
18523,970869,1,1,0
18524,654217,1,1,0
18525,9708907,1,1,0
18526,654340,1,1,0
18527,9709010,1,1,0
18528,654256,1,1,0
18529,9709281,1,1,0
18530,653845,1,1,0
18531,9709178,1,1,0
18532,653686,1,1,0
18533,653759,1,1,0
18534,9709629,1,1,0
18535,653490,1,1,0
18536,9710125,1,1,0
18537,652723,1,1,0
18538,9711016,1,1,0
18539,9711323,1,1,0
18540,9711752,1,1,0
18541,652340,1,1,0
18542,9712087,1,1,0
18543,652631,1,1,0
18544,9712303,1,1,0
18545,652506,1,1,0
18546,9713652,1,1,0
18547,652870,1,1,0
18548,9713853,1,1,0
18549,652834,1,1,0
18550,9714025,1,1,0
18551,652289,1,1,0
18552,9714510,1,1,0
18553,652213,1,1,0
18554,9714764,1,1,0
18555,651604,1,1,0
18556,651229,1,1,0
18557,9714797,1,1,0
18558,boiador,1,1,0
18559,649930,1,1,0
18560,9715716,1,1,0
18561,maruim,1,1,0
18562,649196,1,1,0
18563,9716609,1,1,0
18564,649044,1,1,0
18565,9717449,1,1,0
18566,649157,1,1,0
18567,9718085,1,1,0
18568,648591,1,1,0
18569,9718154,1,1,0
18570,646066,1,1,0
18571,9717810,1,1,0
18572,645684,1,1,0
18573,9718266,1,1,0
18574,645245,1,1,0
18575,9718478,1,1,0
18576,9718449,1,1,0
18577,644392,1,1,0
18578,9717141,1,1,0
18579,642241,1,1,0
18580,9716663,1,1,0
18581,641948,1,1,0
18582,9716498,1,1,0
18583,639905,1,1,0
18584,9716646,1,1,0
18585,638836,1,1,0
18586,9716518,1,1,0
18587,638736,1,1,0
18588,9716610,1,1,0
18589,638428,1,1,0
18590,9716758,1,1,0
18591,638317,1,1,0
18592,9716913,1,1,0
18593,638051,1,1,0
18594,9717104,1,1,0
18595,638122,1,1,0
18596,9717218,1,1,0
18597,637938,1,1,0
18598,9717313,1,1,0
18599,637724,1,1,0
18600,9717195,1,1,0
18601,637289,1,1,0
18602,9717309,1,1,0
18603,636078,1,1,0
18604,9717297,1,1,0
18605,636353,1,1,0
18606,9718450,1,1,0
18607,636183,1,1,0
18608,9718662,1,1,0
18609,635669,1,1,0
18610,9718709,1,1,0
18611,marapucaia,1,1,0
18612,635184,1,1,0
18613,9718106,1,1,0
18614,635360,1,1,0
18615,9716933,1,1,0
18616,635558,1,1,0
18617,9716615,1,1,0
18618,635223,1,1,0
18619,9716415,1,1,0
18620,634924,1,1,0
18621,9716934,1,1,0
18622,634502,1,1,0
18623,9716757,1,1,0
18624,634369,1,1,0
18625,9716885,1,1,0
18626,634423,1,1,0
18627,9717020,1,1,0
18628,634039,1,1,0
18629,9717253,1,1,0
18630,633703,1,1,0
18631,633571,1,1,0
18632,9716967,1,1,0
18633,632815,1,1,0
18634,9716568,1,1,0
18635,632737,1,1,0
18636,9716414,1,1,0
18637,632445,1,1,0
18638,9716183,1,1,0
18639,632115,1,1,0
18640,9716019,1,1,0
18641,631794,1,1,0
18642,9715671,1,1,0
18643,631547,1,1,0
18644,9715668,1,1,0
18645,631286,1,1,0
18646,9714880,1,1,0
18647,631327,1,1,0
18648,9714521,1,1,0
18649,631019,1,1,0
18650,9714412,1,1,0
18651,630471,1,1,0
18652,9713908,1,1,0
18653,629998,1,1,0
18654,9713709,1,1,0
18655,629981,1,1,0
18656,9713036,1,1,0
18657,630105,1,1,0
18658,9712827,1,1,0
18659,630403,1,1,0
18660,9712754,1,1,0
18661,630378,1,1,0
18662,9712606,1,1,0
18663,630058,1,1,0
18664,9712565,1,1,0
18665,629902,1,1,0
18666,9712424,1,1,0
18667,629929,1,1,0
18668,9712234,1,1,0
18669,630181,1,1,0
18670,9711957,1,1,0
18671,630394,1,1,0
18672,9711810,1,1,0
18673,630281,1,1,0
18674,9711583,1,1,0
18675,630065,1,1,0
18676,9711556,1,1,0
18677,629683,1,1,0
18678,9711339,1,1,0
18679,629650,1,1,0
18680,9711073,1,1,0
18681,629895,1,1,0
18682,9710925,1,1,0
18683,630178,1,1,0
18684,9710591,1,1,0
18685,630665,1,1,0
18686,9710296,1,1,0
18687,630472,1,1,0
18688,629996,1,1,0
18689,629528,1,1,0
18690,9710363,1,1,0
18691,628846,1,1,0
18692,9711027,1,1,0
18693,628513,1,1,0
18694,9710996,1,1,0
18695,628402,1,1,0
18696,9711375,1,1,0
18697,627910,1,1,0
18698,9711422,1,1,0
18699,627561,1,1,0
18700,9711352,1,1,0
18701,627195,1,1,0
18702,9711183,1,1,0
18703,627226,1,1,0
18704,9711078,1,1,0
18705,627121,1,1,0
18706,9710983,1,1,0
18707,626949,1,1,0
18708,9710918,1,1,0
18709,626473,1,1,0
18710,9711109,1,1,0
18711,626196,1,1,0
18712,9710995,1,1,0
18713,626073,1,1,0
18714,9710889,1,1,0
18715,626321,1,1,0
18716,9709664,1,1,0
18717,626240,1,1,0
18718,9709111,1,1,0
18719,625947,1,1,0
18720,9708798,1,1,0
18721,625931,1,1,0
18722,9708646,1,1,0
18723,626047,1,1,0
18724,9708230,1,1,0
18725,626146,1,1,0
18726,9708242,1,1,0
18727,626430,1,1,0
18728,9708100,1,1,0
18729,626506,1,1,0
